date,district,gender,age_group,income_level,urban_rural,sales_amt_inr,cost_amt_inr,profit_amt_inr,margin_pct,month
2024-06-04,Vadodara,Other,26-35,Upper-middle,Rural,68.64,66.39,2.25,3.28,2024-06
2024-02-10,Surat,Male,66+,Middle,Urban,128.97,114.96,14.01,10.86,2024-02
2022-05-25,Other,Female,26-35,Lower-middle,Urban,122.96,117.01,5.95,4.84,2022-05
2021-04-09,Other,Male,0-17,Upper-middle,Urban,148.6,127.61,20.98,14.12,2021-04
2021-06-02,Vadodara,Male,0-17,High,Urban,229.39,197.72,31.66,13.8,2021-06
2023-07-03,Other,Female,66+,Lower-middle,Urban,125.29,108.94,16.35,13.05,2023-07
2023-05-28,Rajkot,Male,26-35,Lower-middle,Rural,88.4,72.17,16.23,18.36,2023-05
2021-12-04,Vadodara,Female,0-17,Middle,Rural,74.04,64.78,9.26,12.51,2021-12
2023-04-02,Other,Female,0-17,Middle,Urban,121.71,104.09,17.62,14.48,2023-04
2024-04-01,Other,Female,0-17,Middle,Rural,79.41,73.33,6.09,7.67,2024-04
2023-08-15,Other,Female,18-25,Lower-middle,Urban,107.7,92.67,15.03,13.96,2023-08
2021-06-10,Vadodara,Female,66+,Upper-middle,Urban,95.05,87.25,7.8,8.21,2021-06
2023-03-12,Other,Female,18-25,Low,Urban,117.02,113.82,3.2,2.74,2023-03
2022-02-02,Rajkot,Male,18-25,Low,Urban,87.6,68.31,19.3,22.03,2022-02
2024-07-24,Rajkot,Female,36-50,Middle,Urban,112.86,107.42,5.43,4.81,2024-07
2023-03-27,Surat,Female,36-50,Middle,Rural,97.26,84.97,12.29,12.64,2023-03
2024-11-16,Rajkot,Female,66+,Lower-middle,Urban,147.07,116.63,30.43,20.69,2024-11
2024-03-04,Ahmedabad,Male,36-50,Lower-middle,Rural,71.45,60.28,11.18,15.64,2024-03
2024-05-03,Surat,Female,0-17,Low,Rural,112.71,93.86,18.85,16.73,2024-05
2022-02-05,Bhavnagar,Female,66+,Lower-middle,Urban,116.64,105.51,11.13,9.55,2022-02
2022-10-02,Ahmedabad,Male,36-50,Low,Rural,56.36,50.12,6.25,11.08,2022-10
2023-11-23,Ahmedabad,Female,18-25,Upper-middle,Urban,145.94,127.57,18.37,12.59,2023-11
2022-11-19,Vadodara,Female,18-25,Lower-middle,Rural,120.17,107.53,12.64,10.52,2022-11
2022-04-05,Vadodara,Female,66+,Middle,Urban,88.23,79.97,8.25,9.36,2022-04
2023-08-13,Other,Male,0-17,Middle,Urban,96.69,92.13,4.56,4.71,2023-08
2022-04-15,Gandhinagar,Male,18-25,Lower-middle,Urban,108.34,90.49,17.85,16.47,2022-04
2024-10-30,Other,Female,26-35,Upper-middle,Urban,185.29,175.6,9.69,5.23,2024-10
2023-11-12,Rajkot,Female,36-50,Lower-middle,Urban,104.82,90.41,14.41,13.75,2023-11
2023-01-20,Rajkot,Male,26-35,Low,Rural,144.38,122.5,21.88,15.15,2023-01
2021-02-07,Bhavnagar,Male,18-25,Upper-middle,Urban,116.5,107.69,8.81,7.56,2021-02
2021-08-18,Bhavnagar,Male,18-25,Upper-middle,Urban,122.05,105.6,16.44,13.47,2021-08
2024-10-20,Ahmedabad,Male,0-17,Low,Rural,85.82,69.49,16.33,19.02,2024-10
2022-07-17,Bhavnagar,Female,26-35,Middle,Urban,130.58,123.35,7.23,5.53,2022-07
2022-03-14,Other,Female,18-25,Middle,Urban,153.64,147.46,6.18,4.02,2022-03
2024-07-30,Surat,Female,18-25,Low,Rural,72.36,65.81,6.54,9.04,2024-07
2021-01-27,Other,Male,0-17,Lower-middle,Urban,65.83,58.45,7.37,11.2,2021-01
2021-08-14,Bhavnagar,Female,26-35,Lower-middle,Rural,101.0,93.59,7.4,7.33,2021-08
2024-07-24,Ahmedabad,Male,36-50,Middle,Urban,166.83,146.22,20.62,12.36,2024-07
2023-03-09,Gandhinagar,Female,51-65,Lower-middle,Urban,138.67,128.35,10.32,7.44,2023-03
2021-10-11,Ahmedabad,Male,0-17,Middle,Urban,148.23,128.0,20.23,13.65,2021-10
2023-05-29,Vadodara,Female,51-65,Low,Urban,139.68,117.55,22.13,15.85,2023-05
2023-08-18,Other,Male,26-35,Lower-middle,Urban,105.46,94.77,10.69,10.13,2023-08
2022-03-29,Bhavnagar,Male,51-65,Low,Urban,67.02,56.45,10.58,15.78,2022-03
2023-10-17,Gandhinagar,Male,51-65,Middle,Rural,107.38,103.16,4.22,3.93,2023-10
2023-03-27,Surat,Female,66+,Lower-middle,Urban,97.76,89.28,8.48,8.67,2023-03
2022-10-21,Ahmedabad,Male,18-25,High,Urban,118.4,109.04,9.36,7.91,2022-10
2022-07-01,Other,Male,18-25,Lower-middle,Urban,127.82,118.51,9.31,7.28,2022-07
2024-04-30,Ahmedabad,Female,26-35,Lower-middle,Urban,150.61,146.3,4.31,2.86,2024-04
2023-12-09,Other,Female,26-35,Lower-middle,Urban,157.02,148.35,8.67,5.52,2023-12
2021-01-17,Vadodara,Male,36-50,Lower-middle,Rural,73.16,70.01,3.15,4.31,2021-01
2024-04-10,Other,Male,36-50,Middle,Rural,98.67,82.32,16.36,16.58,2024-04
2024-05-28,Rajkot,Male,0-17,Lower-middle,Urban,93.97,87.49,6.48,6.89,2024-05
2021-06-07,Surat,Female,36-50,Middle,Urban,58.4,50.38,8.02,13.73,2021-06
2022-04-22,Ahmedabad,Female,0-17,Middle,Urban,118.93,98.93,20.01,16.82,2022-04
2023-12-06,Other,Male,36-50,Middle,Urban,134.71,129.1,5.61,4.16,2023-12
2024-10-28,Rajkot,Female,66+,Upper-middle,Urban,115.64,111.62,4.02,3.48,2024-10
2022-06-02,Other,Male,36-50,Low,Urban,88.67,78.84,9.83,11.08,2022-06
2021-04-09,Other,Male,36-50,Middle,Urban,120.25,113.06,7.19,5.98,2021-04
2023-11-27,Gandhinagar,Female,0-17,Lower-middle,Rural,109.04,106.2,2.84,2.6,2023-11
2021-10-07,Ahmedabad,Male,0-17,Middle,Urban,81.15,68.38,12.78,15.75,2021-10
2024-10-04,Other,Female,26-35,Low,Rural,70.63,62.55,8.07,11.43,2024-10
2022-05-12,Vadodara,Female,51-65,Low,Urban,74.94,69.74,5.2,6.94,2022-05
2021-10-29,Bhavnagar,Male,18-25,Lower-middle,Rural,96.68,87.23,9.45,9.77,2021-10
2021-06-30,Surat,Male,51-65,Middle,Urban,66.16,58.02,8.14,12.31,2021-06
2022-08-30,Ahmedabad,Female,0-17,Upper-middle,Urban,148.47,121.47,27.0,18.18,2022-08
2024-01-28,Bhavnagar,Female,36-50,Low,Rural,50.7,43.8,6.9,13.61,2024-01
2022-12-01,Vadodara,Male,36-50,Lower-middle,Urban,107.73,98.41,9.32,8.65,2022-12
2023-09-20,Rajkot,Male,26-35,Lower-middle,Urban,126.73,124.55,2.18,1.72,2023-09
2024-02-14,Other,Male,36-50,Middle,Urban,18.73,15.53,3.2,17.1,2024-02
2021-07-10,Vadodara,Female,36-50,Low,Urban,50.25,44.47,5.78,11.51,2021-07
2021-09-10,Gandhinagar,Male,26-35,Upper-middle,Rural,128.43,109.72,18.71,14.57,2021-09
2023-09-08,Gandhinagar,Male,51-65,High,Urban,211.05,174.04,37.01,17.54,2023-09
2023-07-17,Bhavnagar,Other,18-25,Upper-middle,Rural,82.62,75.7,6.92,8.37,2023-07
2024-03-30,Rajkot,Male,26-35,Middle,Urban,144.55,132.86,11.69,8.09,2024-03
2024-07-03,Vadodara,Male,26-35,Middle,Rural,146.14,131.1,15.03,10.29,2024-07
2024-09-08,Other,Female,0-17,Middle,Urban,72.44,62.67,9.77,13.49,2024-09
2021-05-08,Bhavnagar,Female,26-35,Middle,Urban,129.01,105.14,23.88,18.51,2021-05
2021-01-18,Other,Male,18-25,Low,Urban,147.07,138.87,8.2,5.58,2021-01
2022-07-20,Ahmedabad,Male,18-25,Upper-middle,Rural,46.19,39.31,6.88,14.89,2022-07
2022-07-24,Ahmedabad,Male,26-35,Middle,Urban,132.56,113.9,18.65,14.07,2022-07
2024-09-08,Bhavnagar,Male,18-25,Low,Rural,32.31,27.96,4.35,13.46,2024-09
2022-11-17,Surat,Female,51-65,Lower-middle,Urban,120.22,111.88,8.34,6.94,2022-11
2022-09-18,Bhavnagar,Female,26-35,Lower-middle,Urban,124.84,106.68,18.16,14.54,2022-09
2024-08-04,Ahmedabad,Female,26-35,Low,Urban,73.78,60.85,12.93,17.53,2024-08
2023-05-04,Vadodara,Male,66+,Lower-middle,Rural,49.73,41.81,7.92,15.92,2023-05
2023-08-20,Surat,Female,18-25,Low,Rural,75.88,71.21,4.67,6.15,2023-08
2021-06-04,Other,Female,0-17,Low,Urban,76.08,72.27,3.81,5.0,2021-06
2022-05-05,Other,Female,51-65,Low,Urban,118.7,106.9,11.8,9.94,2022-05
2024-11-10,Bhavnagar,Male,51-65,Lower-middle,Urban,139.34,128.36,10.98,7.88,2024-11
2023-02-24,Surat,Female,18-25,Low,Urban,125.12,99.82,25.3,20.22,2023-02
2024-02-02,Rajkot,Male,51-65,Upper-middle,Rural,63.97,57.1,6.87,10.74,2024-02
2024-11-17,Gandhinagar,Male,26-35,High,Urban,202.48,166.13,36.35,17.95,2024-11
2021-09-03,Other,Female,0-17,Lower-middle,Urban,115.9,103.7,12.19,10.52,2021-09
2024-04-14,Vadodara,Male,26-35,Middle,Urban,152.32,135.59,16.73,10.98,2024-04
2023-11-29,Vadodara,Female,51-65,Upper-middle,Rural,106.57,87.8,18.77,17.61,2023-11
2023-01-29,Surat,Female,26-35,Middle,Urban,155.54,127.81,27.73,17.83,2023-01
2022-06-22,Ahmedabad,Female,26-35,Lower-middle,Urban,99.35,87.7,11.65,11.73,2022-06
2023-07-10,Surat,Female,0-17,Lower-middle,Urban,123.78,114.26,9.52,7.69,2023-07
2022-02-12,Other,Male,51-65,Middle,Urban,118.84,104.7,14.14,11.9,2022-02
2022-06-09,Vadodara,Male,0-17,Lower-middle,Urban,89.95,67.62,22.33,24.82,2022-06
2023-04-08,Other,Female,0-17,Middle,Rural,100.63,78.27,22.36,22.22,2023-04
2023-06-22,Ahmedabad,Male,51-65,Low,Urban,74.8,66.59,8.21,10.98,2023-06
2021-02-05,Other,Female,51-65,Lower-middle,Urban,50.11,45.8,4.32,8.62,2021-02
2022-11-16,Other,Male,26-35,Low,Urban,96.71,90.34,6.37,6.58,2022-11
2021-01-20,Ahmedabad,Male,0-17,Middle,Urban,89.03,77.87,11.16,12.53,2021-01
2021-11-17,Rajkot,Male,26-35,High,Urban,145.61,125.32,20.29,13.94,2021-11
2022-05-27,Other,Female,51-65,Middle,Urban,133.86,119.08,14.78,11.04,2022-05
2022-02-04,Ahmedabad,Male,36-50,Middle,Urban,85.97,74.89,11.08,12.89,2022-02
2022-10-16,Bhavnagar,Male,0-17,Low,Urban,80.23,73.2,7.03,8.76,2022-10
2023-08-30,Bhavnagar,Male,51-65,Lower-middle,Urban,140.66,122.38,18.27,12.99,2023-08
2022-04-16,Bhavnagar,Male,51-65,Middle,Rural,90.0,80.68,9.32,10.36,2022-04
2024-03-12,Other,Male,26-35,Upper-middle,Urban,118.18,114.51,3.67,3.1,2024-03
2024-01-21,Bhavnagar,Male,51-65,High,Urban,158.76,134.56,24.2,15.24,2024-01
2024-10-09,Other,Female,0-17,Middle,Rural,92.66,91.77,0.89,0.96,2024-10
2023-04-14,Ahmedabad,Male,26-35,Middle,Rural,106.77,101.71,5.06,4.74,2023-04
2022-12-28,Surat,Male,0-17,Upper-middle,Urban,125.87,113.6,12.27,9.75,2022-12
2023-05-04,Other,Female,51-65,Lower-middle,Urban,87.88,85.67,2.21,2.52,2023-05
2021-02-20,Ahmedabad,Male,66+,Upper-middle,Urban,79.97,68.67,11.3,14.13,2021-02
2022-07-29,Ahmedabad,Female,51-65,Middle,Urban,103.71,92.55,11.17,10.77,2022-07
2024-04-28,Surat,Male,26-35,Low,Urban,71.76,61.9,9.86,13.74,2024-04
2024-02-23,Ahmedabad,Male,26-35,Upper-middle,Urban,112.81,98.29,14.52,12.87,2024-02
2021-05-30,Rajkot,Male,51-65,Upper-middle,Urban,78.82,68.16,10.66,13.53,2021-05
2021-11-10,Bhavnagar,Female,36-50,Upper-middle,Urban,140.8,117.83,22.97,16.32,2021-11
2022-07-24,Other,Female,0-17,Upper-middle,Rural,136.79,117.06,19.73,14.42,2022-07
2024-09-27,Ahmedabad,Male,0-17,Lower-middle,Rural,79.45,77.1,2.35,2.96,2024-09
2021-11-01,Surat,Female,66+,Lower-middle,Urban,117.75,103.42,14.33,12.17,2021-11
2022-11-13,Bhavnagar,Male,26-35,Upper-middle,Rural,155.76,147.79,7.97,5.11,2022-11
2023-04-18,Other,Male,0-17,Middle,Urban,116.58,103.07,13.51,11.59,2023-04
2023-12-14,Other,Female,36-50,Upper-middle,Urban,187.62,166.15,21.47,11.45,2023-12
2023-09-30,Ahmedabad,Female,51-65,Low,Urban,69.83,64.91,4.91,7.04,2023-09
2022-03-20,Ahmedabad,Male,18-25,Middle,Rural,102.03,82.35,19.68,19.29,2022-03
2022-09-05,Rajkot,Male,18-25,Low,Rural,40.55,37.23,3.32,8.18,2022-09
2023-09-20,Vadodara,Female,51-65,Lower-middle,Urban,121.65,108.34,13.31,10.94,2023-09
2021-09-21,Gandhinagar,Female,0-17,Low,Rural,66.49,58.93,7.56,11.37,2021-09
2023-12-13,Surat,Male,51-65,Lower-middle,Rural,137.27,118.51,18.77,13.67,2023-12
2023-10-01,Vadodara,Female,0-17,Low,Rural,84.93,67.69,17.24,20.3,2023-10
2021-01-05,Surat,Male,0-17,Lower-middle,Rural,88.18,86.21,1.97,2.23,2021-01
2024-02-01,Ahmedabad,Female,51-65,Middle,Rural,119.4,109.74,9.65,8.09,2024-02
2024-05-04,Surat,Female,18-25,Low,Urban,57.33,53.77,3.56,6.21,2024-05
2023-02-13,Ahmedabad,Female,18-25,Lower-middle,Rural,104.04,97.06,6.97,6.7,2023-02
2023-05-27,Other,Female,51-65,Low,Urban,14.94,11.94,3.0,20.07,2023-05
2023-09-19,Other,Male,26-35,Low,Rural,47.59,40.66,6.93,14.57,2023-09
2023-06-03,Rajkot,Male,26-35,Middle,Urban,85.64,77.32,8.32,9.72,2023-06
2024-10-05,Ahmedabad,Female,36-50,Low,Urban,79.28,68.92,10.37,13.08,2024-10
2021-02-16,Other,Male,51-65,Middle,Urban,81.23,74.26,6.96,8.57,2021-02
2023-05-17,Ahmedabad,Male,51-65,Low,Rural,21.2,18.25,2.95,13.9,2023-05
2023-04-03,Other,Female,0-17,High,Urban,147.56,124.64,22.93,15.54,2023-04
2023-07-25,Bhavnagar,Male,26-35,Upper-middle,Rural,104.71,92.61,12.1,11.56,2023-07
2022-10-18,Gandhinagar,Male,36-50,Middle,Urban,93.0,84.48,8.52,9.17,2022-10
2021-09-26,Ahmedabad,Male,0-17,Middle,Urban,155.79,139.86,15.93,10.23,2021-09
2022-01-05,Surat,Female,36-50,Middle,Urban,113.4,96.53,16.86,14.87,2022-01
2022-09-28,Bhavnagar,Male,0-17,Middle,Rural,65.22,56.29,8.93,13.69,2022-09
2024-02-04,Other,Male,18-25,Low,Urban,61.13,57.34,3.79,6.2,2024-02
2022-10-19,Ahmedabad,Female,0-17,Upper-middle,Rural,141.09,124.28,16.81,11.91,2022-10
2021-04-30,Bhavnagar,Female,26-35,Upper-middle,Rural,109.41,94.38,15.03,13.74,2021-04
2023-04-11,Surat,Female,0-17,Middle,Rural,112.46,105.61,6.85,6.09,2023-04
2023-12-18,Vadodara,Female,36-50,Low,Urban,147.4,137.1,10.3,6.99,2023-12
2024-10-01,Ahmedabad,Male,0-17,Middle,Rural,44.25,42.02,2.24,5.05,2024-10
2023-01-11,Other,Female,36-50,Upper-middle,Urban,116.15,97.37,18.78,16.17,2023-01
2021-04-27,Rajkot,Male,0-17,Lower-middle,Rural,115.16,103.48,11.68,10.14,2021-04
2023-03-02,Bhavnagar,Male,26-35,Low,Rural,97.06,84.98,12.08,12.45,2023-03
2024-02-25,Other,Male,36-50,High,Urban,139.48,125.87,13.61,9.76,2024-02
2024-11-17,Other,Male,0-17,Low,Urban,110.06,108.67,1.39,1.26,2024-11
2023-10-10,Rajkot,Male,36-50,Middle,Rural,90.22,78.65,11.57,12.82,2023-10
2023-12-18,Ahmedabad,Male,66+,High,Urban,167.73,149.49,18.24,10.87,2023-12
2022-09-26,Other,Female,26-35,Lower-middle,Urban,163.1,142.37,20.73,12.71,2022-09
2022-05-28,Bhavnagar,Male,0-17,Low,Rural,52.73,45.2,7.53,14.28,2022-05
2023-03-13,Surat,Female,26-35,Upper-middle,Urban,170.13,159.27,10.87,6.39,2023-03
2024-01-25,Vadodara,Female,51-65,Low,Urban,55.85,51.74,4.11,7.37,2024-01
2024-02-16,Ahmedabad,Female,36-50,Lower-middle,Rural,59.5,53.6,5.9,9.92,2024-02
2022-07-14,Rajkot,Male,36-50,Middle,Urban,111.09,91.05,20.04,18.04,2022-07
2022-05-03,Other,Female,36-50,Middle,Urban,161.62,161.62,0.0,0.0,2022-05
2024-06-14,Ahmedabad,Female,51-65,Middle,Urban,136.95,107.42,29.52,21.56,2024-06
2023-06-16,Vadodara,Female,0-17,Lower-middle,Urban,63.72,55.0,8.72,13.69,2023-06
2024-07-19,Gandhinagar,Male,26-35,Lower-middle,Rural,91.13,83.47,7.66,8.41,2024-07
2024-04-27,Ahmedabad,Male,51-65,Lower-middle,Urban,71.35,63.33,8.02,11.24,2024-04
2022-12-05,Other,Male,36-50,Middle,Urban,114.83,108.25,6.58,5.73,2022-12
2022-08-04,Gandhinagar,Male,18-25,Middle,Urban,140.27,126.01,14.25,10.16,2022-08
2023-03-01,Ahmedabad,Male,51-65,Low,Urban,37.23,35.93,1.3,3.48,2023-03
2023-05-11,Bhavnagar,Female,18-25,Low,Rural,79.74,72.14,7.59,9.52,2023-05
2021-09-04,Vadodara,Male,26-35,Low,Urban,119.04,100.58,18.45,15.5,2021-09
2024-01-05,Other,Male,0-17,Middle,Urban,86.62,77.37,9.25,10.68,2024-01
2021-06-03,Bhavnagar,Male,51-65,Low,Rural,83.71,79.18,4.53,5.42,2021-06
2024-12-29,Vadodara,Male,0-17,Lower-middle,Rural,85.34,67.83,17.51,20.52,2024-12
2023-09-24,Surat,Female,66+,Middle,Rural,94.24,81.55,12.68,13.46,2023-09
2024-01-15,Surat,Female,18-25,Middle,Urban,111.6,92.6,19.0,17.02,2024-01
2022-11-28,Gandhinagar,Male,36-50,Lower-middle,Rural,55.63,45.61,10.02,18.01,2022-11
2024-08-01,Other,Male,0-17,Upper-middle,Rural,89.32,86.6,2.72,3.05,2024-08
2024-05-28,Ahmedabad,Female,26-35,Lower-middle,Urban,57.1,51.43,5.67,9.93,2024-05
2023-12-29,Gandhinagar,Male,0-17,Low,Urban,72.94,63.76,9.17,12.58,2023-12
2023-12-07,Bhavnagar,Female,51-65,Low,Urban,67.56,64.31,3.25,4.81,2023-12
2023-10-06,Vadodara,Female,26-35,Lower-middle,Urban,71.08,69.86,1.21,1.71,2023-10
2021-04-04,Surat,Male,36-50,Middle,Rural,81.97,75.33,6.64,8.1,2021-04
2023-08-16,Other,Male,51-65,Middle,Rural,59.11,52.45,6.66,11.27,2023-08
2023-10-09,Surat,Male,0-17,Low,Urban,82.11,67.92,14.19,17.29,2023-10
2022-03-29,Bhavnagar,Female,26-35,Low,Urban,67.19,60.03,7.16,10.65,2022-03
2024-05-12,Vadodara,Male,0-17,Upper-middle,Urban,149.2,121.57,27.63,18.52,2024-05
2023-07-01,Surat,Male,0-17,Lower-middle,Urban,81.05,80.3,0.75,0.93,2023-07
2021-08-06,Ahmedabad,Female,36-50,Low,Urban,65.03,56.2,8.83,13.58,2021-08
2022-04-19,Surat,Female,0-17,Middle,Rural,52.85,44.98,7.87,14.89,2022-04
2022-03-08,Ahmedabad,Male,26-35,Middle,Urban,75.0,64.99,10.01,13.35,2022-03
2021-12-07,Ahmedabad,Male,0-17,Middle,Rural,42.22,38.61,3.61,8.56,2021-12
2022-07-05,Other,Female,0-17,Low,Urban,147.45,134.89,12.56,8.52,2022-07
2024-08-05,Surat,Male,26-35,Upper-middle,Rural,86.37,77.53,8.84,10.23,2024-08
2024-07-01,Surat,Male,26-35,Low,Urban,69.36,61.16,8.2,11.82,2024-07
2021-12-23,Ahmedabad,Female,0-17,Low,Urban,106.12,82.45,23.67,22.3,2021-12
2021-01-23,Vadodara,Male,26-35,Lower-middle,Rural,78.63,77.59,1.04,1.32,2021-01
2022-06-06,Other,Male,36-50,Upper-middle,Rural,121.03,104.86,16.17,13.36,2022-06
2024-01-29,Other,Male,36-50,Upper-middle,Rural,69.22,64.8,4.42,6.39,2024-01
2023-03-13,Vadodara,Male,51-65,Upper-middle,Urban,165.93,148.22,17.7,10.67,2023-03
2024-04-18,Other,Female,51-65,Middle,Rural,90.36,76.95,13.41,14.84,2024-04
2024-05-31,Ahmedabad,Female,36-50,Middle,Urban,126.18,112.05,14.13,11.2,2024-05
2023-02-01,Other,Female,26-35,Middle,Rural,102.91,101.14,1.77,1.72,2023-02
2022-03-18,Vadodara,Female,18-25,Low,Urban,58.47,55.68,2.79,4.77,2022-03
2023-02-08,Ahmedabad,Female,0-17,Low,Rural,53.2,49.02,4.18,7.86,2023-02
2023-10-13,Surat,Male,36-50,Upper-middle,Rural,112.67,92.37,20.3,18.02,2023-10
2024-09-10,Vadodara,Male,51-65,Upper-middle,Urban,157.28,128.3,28.98,18.42,2024-09
2022-05-31,Surat,Female,18-25,Lower-middle,Urban,119.52,114.92,4.6,3.85,2022-05
2023-11-06,Other,Male,0-17,Middle,Urban,109.19,93.8,15.39,14.09,2023-11
2023-03-03,Rajkot,Male,26-35,Lower-middle,Urban,92.26,82.15,10.11,10.96,2023-03
2021-12-02,Other,Male,0-17,Low,Rural,116.87,104.86,12.01,10.28,2021-12
2021-09-15,Vadodara,Female,26-35,Low,Urban,65.35,57.95,7.4,11.33,2021-09
2022-05-12,Other,Male,0-17,Lower-middle,Rural,77.02,69.13,7.9,10.25,2022-05
2023-06-15,Rajkot,Female,51-65,Middle,Urban,110.76,105.46,5.3,4.78,2023-06
2021-06-09,Ahmedabad,Male,51-65,Upper-middle,Urban,97.79,85.37,12.42,12.7,2021-06
2023-05-02,Surat,Female,0-17,Middle,Urban,102.33,80.02,22.31,21.8,2023-05
2022-11-21,Ahmedabad,Male,0-17,Middle,Rural,79.09,69.03,10.06,12.72,2022-11
2022-01-15,Surat,Female,66+,High,Urban,137.85,118.39,19.46,14.12,2022-01
2023-08-15,Other,Male,51-65,Low,Urban,85.73,79.97,5.75,6.71,2023-08
2022-11-22,Other,Male,51-65,Lower-middle,Rural,123.91,118.39,5.52,4.46,2022-11
2024-12-21,Other,Female,18-25,Upper-middle,Rural,131.28,126.24,5.04,3.84,2024-12
2024-07-15,Other,Male,0-17,Lower-middle,Urban,129.47,114.68,14.79,11.43,2024-07
2024-12-11,Surat,Male,36-50,Low,Rural,17.05,14.62,2.43,14.24,2024-12
2024-04-06,Bhavnagar,Female,66+,Lower-middle,Urban,86.85,82.82,4.03,4.64,2024-04
2023-12-03,Other,Male,0-17,Middle,Urban,108.64,86.8,21.84,20.1,2023-12
2021-10-12,Gandhinagar,Female,51-65,Middle,Urban,123.46,114.64,8.83,7.15,2021-10
2022-02-01,Other,Male,26-35,Lower-middle,Rural,114.23,99.46,14.77,12.93,2022-02
2021-01-12,Surat,Male,0-17,Low,Urban,108.54,108.32,0.22,0.2,2021-01
2024-08-18,Ahmedabad,Female,26-35,High,Urban,199.15,179.29,19.87,9.97,2024-08
2024-06-30,Ahmedabad,Female,26-35,Low,Rural,36.16,30.8,5.36,14.83,2024-06
2022-05-14,Ahmedabad,Male,0-17,Upper-middle,Rural,103.88,90.55,13.32,12.83,2022-05
2023-01-24,Bhavnagar,Female,26-35,Lower-middle,Urban,107.39,94.18,13.21,12.31,2023-01
2021-02-04,Surat,Female,36-50,High,Urban,164.43,162.42,2.01,1.22,2021-02
2022-12-28,Other,Female,36-50,Low,Urban,92.17,86.94,5.22,5.67,2022-12
2023-04-29,Gandhinagar,Male,0-17,Middle,Rural,94.73,83.97,10.76,11.36,2023-04
2021-03-31,Other,Male,51-65,Upper-middle,Rural,44.55,43.67,0.88,1.98,2021-03
2023-02-15,Surat,Male,0-17,Lower-middle,Rural,89.82,81.66,8.16,9.08,2023-02
2022-08-28,Other,Male,36-50,Low,Urban,117.58,112.33,5.26,4.47,2022-08
2023-08-28,Ahmedabad,Male,26-35,Low,Urban,75.18,66.9,8.29,11.02,2023-08
2023-10-19,Vadodara,Male,51-65,Low,Urban,109.69,92.48,17.21,15.69,2023-10
2022-02-22,Other,Female,0-17,Low,Rural,51.84,43.74,8.1,15.62,2022-02
2021-04-25,Vadodara,Female,0-17,Upper-middle,Rural,86.13,77.91,8.22,9.55,2021-04
2022-09-09,Other,Male,0-17,Middle,Urban,110.05,95.54,14.52,13.19,2022-09
2024-05-04,Ahmedabad,Female,18-25,Middle,Urban,155.12,141.45,13.67,8.81,2024-05
2023-04-06,Ahmedabad,Female,18-25,Middle,Rural,124.17,114.67,9.5,7.65,2023-04
2024-01-04,Gandhinagar,Male,0-17,Middle,Urban,89.15,80.78,8.37,9.39,2024-01
2022-02-17,Ahmedabad,Male,26-35,Low,Rural,41.04,38.3,2.74,6.67,2022-02
2024-10-31,Other,Male,0-17,Middle,Urban,110.02,101.91,8.11,7.37,2024-10
2024-12-14,Ahmedabad,Female,0-17,Lower-middle,Urban,67.85,65.32,2.53,3.73,2024-12
2022-12-30,Vadodara,Male,0-17,Low,Urban,90.52,81.03,9.49,10.48,2022-12
2024-07-24,Ahmedabad,Male,51-65,Middle,Urban,86.4,71.81,14.6,16.89,2024-07
2023-10-18,Other,Male,26-35,Lower-middle,Urban,169.44,142.66,26.78,15.81,2023-10
2023-01-31,Gandhinagar,Female,18-25,Lower-middle,Urban,73.17,69.66,3.51,4.8,2023-01
2022-11-07,Surat,Female,26-35,Middle,Rural,70.14,65.36,4.78,6.81,2022-11
2024-11-18,Ahmedabad,Male,0-17,Low,Urban,56.79,51.45,5.34,9.4,2024-11
2022-04-02,Vadodara,Male,26-35,Lower-middle,Rural,109.17,96.19,12.98,11.89,2022-04
2023-07-09,Surat,Female,0-17,Lower-middle,Rural,80.69,78.99,1.7,2.11,2023-07
2021-07-11,Other,Female,18-25,Low,Rural,99.51,90.53,8.99,9.03,2021-07
2023-01-09,Vadodara,Female,51-65,Low,Rural,76.69,69.86,6.84,8.91,2023-01
2024-01-28,Other,Female,0-17,Low,Urban,65.43,62.21,3.22,4.91,2024-01
2023-09-05,Surat,Male,26-35,Low,Rural,91.76,78.44,13.32,14.51,2023-09
2023-10-06,Ahmedabad,Male,36-50,Middle,Urban,128.52,118.88,9.64,7.5,2023-10
2021-04-06,Gandhinagar,Female,51-65,Lower-middle,Urban,119.13,116.72,2.41,2.02,2021-04
2022-10-25,Ahmedabad,Male,51-65,Upper-middle,Rural,90.65,84.17,6.48,7.15,2022-10
2024-04-28,Ahmedabad,Male,18-25,Middle,Urban,88.77,83.83,4.93,5.56,2024-04
2021-02-06,Surat,Male,51-65,High,Rural,104.08,93.69,10.38,9.98,2021-02
2024-10-24,Vadodara,Male,18-25,Low,Rural,86.9,74.04,12.87,14.8,2024-10
2021-10-06,Rajkot,Male,51-65,Lower-middle,Rural,83.94,74.6,9.34,11.13,2021-10
2021-08-05,Other,Female,0-17,Low,Rural,102.74,98.83,3.9,3.8,2021-08
2023-05-17,Other,Male,0-17,Lower-middle,Urban,103.6,82.79,20.82,20.09,2023-05
2023-05-23,Bhavnagar,Male,0-17,Low,Urban,105.38,102.65,2.73,2.59,2023-05
2024-07-20,Surat,Male,18-25,Low,Rural,85.31,78.01,7.3,8.55,2024-07
